       7960          84           8           8          19           2           2           1           2           5          45
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       7980          84           8           8          19           2           2           1           2           5          45
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
       8000          85           7           8          20           3           2           2           5          45
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
       8020          85           7           8          20           3           2           2           5          45
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
       8040          85           7           8          20           3           2           2           5          45
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
       8060          85           7           8          20           3           2           2           5          45
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
       8080          84           7           9          19           3           2           2           5          44
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
       8100          84           7           9          19           3           2           2           5          44
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
       8120          84           7           9          19           3           2           2           5          44
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       8140          83           8           9          18           2           2           1           2           5          44
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       8160          83           8           9          18           2           2           1           2           5          44
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       8180          83           8           9          18           2           2           1           2           5          44
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8200          84           8          19           2           2           1           8           2           5          45
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8220          84           8          19           2           2           1           8           2           5          45
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8240          84           8          19           2           2           1           8           2           5          45
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8260          84           8          19           2           2           1           8           2           5          45
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8280          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8300          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8320          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8340          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8360          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8380          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8400          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8420          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8440          84           8          19           2           2           1           8           2           5          45
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8460          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8480          85           8          20           2           2           1           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8500          86           8          21           2           2           1           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8520          86           8          21           2           2           1           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8540          86           8          21           2           2           1           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8560          86           8          21           2           2           1           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li      CO3Li3       CO3Li   C3H4O3Li2        C2H4      C3H4O3
       8580          87           8          22           2           7           1           2           1           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8600          86           8          21           2           2           1           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8620          86           8          21           2           2           1           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2      CO3Li3    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8640          86           8          21           2           2           1           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8660          87           7          22           3           2           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8680          87           7          22           3           2           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8700          87           7          22           3           2           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8720          88           7          23           2           2           6           3           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8740          88           7          23           2           2           6           3           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8760          88           7          23           2           2           6           3           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8780          88           7          23           2           2           6           3           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8800          88           7          23           2           2           6           3           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8820          88           7          23           2           2           6           3           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8840          87           7          22           3           2           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8860          87           7          22           3           2           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8880          87           7          22           3           2           6           2           5          47
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8900          86           7          21           3           2           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8920          86           7          21           3           2           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8940          86           7          21           3           2           7           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8960          87           7          22           3           1           8           2           5          46
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       8980          86           7          21           3           1           9           2           5          45
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       9000          86           7          21           3           1           9           2           5          45
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       9020          85           7          20           3           1          10           2           5          44
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       9040          85           7          20           3           1          10           2           5          44
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       9060          85           7          20           3           1          10           2           5          44
#  Timestep    No_Moles    No_Specs          Li      CO3Li2   C3H4O3Li2    C3H4O3Li       CO3Li        C2H4      C3H4O3
       9080          85           7          20           3           1          10           2           5          44
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       9100          83           8          18          11           2           1           1           2           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       9120          83           8          18          11           2           1           1           2           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       9140          83           8          18          11           2           1           1           2           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       9160          83           8          18          11           2           1           1           2           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       9180          82           8          17          12           2           1           1           2           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       9200          83           8          18          11           2           1           1           2           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       9220          83           8          18          11           2           1           1           2           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
       9240          83           8          18          11           2           1           1           2           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9260          84           8          19          11           3           1           1           1           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9280          84           8          19          11           3           1           1           1           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9300          83           8          18          10           3           2           1           1           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9320          83           8          18          10           3           2           1           1           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9340          83           8          18          10           3           2           1           1           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9360          83           8          18          10           3           2           1           1           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9380          83           8          18          10           3           2           1           1           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9400          83           8          18          10           3           2           1           1           5          43
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9420          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9440          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9460          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9480          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9500          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9520          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9540          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9560          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9580          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3      CO3Li2        C2H4      C3H4O3
       9600          82           8          17          11           3           2           1           1           5          42
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9620          81           8          12           3           2           1          16           1           5          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9640          81           8          12           3           2           1          16           1           5          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9660          81           8          12           3           2           1          16           1           5          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9680          81           8          12           3           2           1          16           1           5          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9700          81           8          12           3           2           1          16           1           5          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9720          82           8          11           4           2           1          16           1           6          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9740          82           8          11           4           2           1          16           1           6          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9760          82           8          11           4           2           1          16           1           6          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9780          82           8          11           4           2           1          16           1           6          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9800          82           8          11           4           2           1          16           1           6          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9820          81           8          12           4           2           1          15           1           6          40
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9840          81           8          12           4           2           1          15           1           6          40
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li3          Li      CO3Li2        C2H4      C3H4O3
       9860          81           8          12           4           2           1          15           1           6          40
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li        OLi2      CO3Li2          Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
       9880          83           9          12           4           1           2          16           1           6          40           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li        OLi2      CO3Li2          Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
       9900          83           9          12           4           1           2          16           1           6          40           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li        OLi2      CO3Li2          Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
       9920          84           9          11           4           1           2          17           1           6          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li        OLi2      CO3Li2          Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
       9940          84           9          11           4           1           2          17           1           6          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li        OLi2      CO3Li2          Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
       9960          84           9          11           4           1           2          17           1           6          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li        OLi2      CO3Li2          Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
       9980          84           9          11           4           1           2          17           1           6          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li        OLi2      CO3Li2          Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10000          84           9          11           4           1           2          17           1           6          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li2        OLi2          Li       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10020          83           9          11           3           1          16           3           1           6          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li2        OLi2          Li       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10040          82           9          13           2           1          15           4           1           6          39           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li2        OLi2          Li       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10060          82           9          13           2           1          15           4           1           6          39           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li2        OLi2      CO3Li3          Li       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10080          81          10          13           1           1           1          14           4           1           6          39           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li2        OLi2      CO3Li3          Li       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10100          80          10          13           2           1           1          13           3           1           6          39           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li2        OLi2      CO3Li3          Li       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10120          80          10          13           2           1           1          13           3           1           6          39           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li2        OLi2      CO3Li3          Li       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10140          81          10          12           2           1           1          13           4           1           7          39           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li2        OLi2      CO3Li3          Li       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10160          81          10          12           2           1           1          13           4           1           7          39           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li2          Li        C2H4      C3H4O3
      10180          82           7          12           5           2           2          15           7          39
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li2          Li        C2H4      C3H4O3
      10200          82           7          12           5           2           2          15           7          39
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li2          Li        C2H4      C3H4O3
      10220          82           7          12           5           2           2          15           7          39
#  Timestep    No_Moles    No_Specs    C3H4O3Li       CO3Li   C3H4O3Li2      CO3Li2          Li        C2H4      C3H4O3
      10240          83           7          11           5           2           2          16           7          40
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li       CO3Li   C3H4O3Li2      CO3Li2        C2H4      C3H4O3
      10260          85           7           9          18           5           2           2           7          42
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li       CO3Li   C3H4O3Li2      CO3Li2        C2H4      C3H4O3
      10280          84           7          10          17           5           2           2           7          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li       CO3Li   C3H4O3Li2      CO3Li2        C2H4      C3H4O3
      10300          84           7          10          17           5           2           2           7          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li       CO3Li   C3H4O3Li2      CO3Li2        C2H4      C3H4O3
      10320          83           7          11          17           4           2           2           6          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
      10340          83           7          10          16           3           2           4           7          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
      10360          84           7          10          17           2           2           5           7          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
      10380          84           7          10          17           2           2           5           7          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
      10400          84           7          10          17           2           2           5           7          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
      10420          84           7          10          17           2           2           5           7          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
      10440          83           7          10          16           3           2           4           7          41
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
      10460          84           7           9          17           3           2           4           7          42
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2       CO3Li        C2H4      C3H4O3
      10480          84           7           9          17           3           2           4           7          42
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2   C3H4O3Li2      CO3Li3       CO3Li        C2H4      C3H4O3
      10500          83           8           9          16           2           2           1           4           7          42
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2        OLi2      CO3Li3       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10520          84          10           9          16           2           1           1           4           1           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2        OLi2      CO3Li3       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10540          84          10           9          16           2           1           1           4           1           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2        OLi2      CO3Li3       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10560          84          10           9          16           2           1           1           4           1           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2        OLi2      CO3Li3       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10580          84          10           9          16           2           1           1           4           1           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2        OLi2      CO3Li3       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10600          84          10           9          16           2           1           1           4           1           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2        OLi2      CO3Li3       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10620          84          10           9          16           2           1           1           4           1           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li2        OLi2      CO3Li3       CO3Li   C3H4O3Li2        C2H4      C3H4O3      C3H4O2
      10640          84          10           9          16           2           1           1           4           1           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li3        OLi2      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10660          84           9          10          16           2           1           1           4           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li3        OLi2      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10680          84           9          10          16           2           1           1           4           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li3        OLi2      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10700          84           9          10          16           2           1           1           4           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li          Li      CO3Li3        OLi2      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10720          84           9          10          16           2           1           1           4           7          42           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li3        OLi2          Li      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10740          83           9          11           2           1          15           1           4           7          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li3        OLi2          Li      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10760          83           9          11           2           1          15           1           4           7          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li3        OLi2          Li      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10780          83           9          11           2           1          15           1           4           7          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li3        OLi2          Li      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10800          83           9          11           2           1          15           1           4           7          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li3        OLi2          Li      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10820          83           9          11           2           1          15           1           4           7          41           1
#  Timestep    No_Moles    No_Specs    C3H4O3Li      CO3Li3        OLi2          Li      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10840          83           9          11           2           1          15           1           4           7          41           1
#  Timestep    No_Moles    No_Specs          Li    C3H4O3Li      CO3Li3        OLi2      CO3Li2       CO3Li        C2H4      C3H4O3      C3H4O2
      10860          84           9          16          10           2           1           1           4           7          42           1
