#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1580          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1600          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1620          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1640          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1660          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1680          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1700          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1720          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1740          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1760          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1780          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1800          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1820          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1840          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1860          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1880          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1900          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1920          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1940          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li       CO3Li      C3H4O3        C2H4
       1960          91           6          29           1           8           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       1980          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2000          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2020          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2040          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2060          90           7          27           1           8           1           1          50           2
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li         Li2       CO3Li      C3H4O3        C2H4
       2080          90           7          27           1           8           1           1          50           2
