#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1200          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1220          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1240          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1260          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1280          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1300          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1320          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1340          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1360          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1380          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1400          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1420          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1440          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1460          91           9          27           1           6           1           1           2          49           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1480          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1500          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1520          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1540          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1560          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1580          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1600          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1620          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1640          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1660          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1680          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1700          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1720          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1740          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1760          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1780          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1800          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1820          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1840          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1860          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1880          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1900          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1920          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1940          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1960          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1980          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       2000          93           8          28           2           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       2020          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       2040          92           8          27           2           6           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2060          90           9          24           2           7           1           1           2          48           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2080          90           9          24           2           7           1           1           2          48           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2100          90           9          24           2           7           1           1           2          48           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2120          90           9          24           2           7           1           1           2          48           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2140          90           9          24           2           7           1           1           2          48           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2160          90           9          24           2           7           1           1           2          48           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2180          90           9          24           2           7           1           1           2          48           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2200          90           9          24           2           7           1           1           2          48           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2220          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2240          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2260          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2280          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2300          92           9          26           2           1           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2320          92           9          26           2           1           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2340          92           9          26           2           1           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2360          92           9          26           2           1           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2380          92           9          26           2           1           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2400          92           9          26           2           1           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2420          92           9          26           2           1           5           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2440          93           9          27           2           1           4           1           2          51           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2460          93           9          27           2           1           4           1           2          51           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2480          93           9          27           2           1           4           1           2          51           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2     C2H4OLi    C3H4O3Li         Li2       CO3Li      C3H4O3         CO2        C2H4
       2500          93           9          27           2           1           4           1           2          51           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2520          92           9          26           2           5           1           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2540          92           9          26           2           5           1           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2560          92           9          26           2           5           1           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2580          92           9          26           2           5           1           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2600          92           9          26           2           5           1           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2620          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2640          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2660          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2680          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2700          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2720          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2740          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2760          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2780          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2800          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2820          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2840          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2860          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2880          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2900          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2920          91           9          25           2           6           1           1           2          49           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2940          92           9          26           2           5           1           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2960          92           9          26           2           5           1           1           2          50           1           4
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi         Li2       CO3Li      C3H4O3         CO2        C2H4
       2980          92           9          26           2           5           1           1           2          50           1           4
