
# production run
fix		1 all nvt temp 315 315 10
fix 		2 all reaxff/species 1 2 20 species_R2_main.out cutoff 1 1 0.3 cutoff 1 2 0.3 cutoff 1 4 0.3 		cutoff 2 2 0.3 cutoff 2 4 0.3 cutoff 4 4 0.3 cutoff 3 3 0.8 cutoff 3 4 0.55 cutoff 3 1*2 0.3
WARNING: Resetting reneighboring criteria to 'delay 0 every 2 check no' due to fix reaxff/species averaging of bond data (src/REAXFF/fix_reaxff_species.cpp:128)
timestep	0.1
run		25000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- pair reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 number =  {4--5},
 pages =   {245--259}
}

- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 pages =   {245--259}
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 2 steps, delay = 0 steps, check = no
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reaxff, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Per MPI rank memory allocation (min/avg/max) = 33.5 | 34.09 | 34.73 Mbytes
   Step          Temp          PotEng         KinEng         Press          Volume        Density    
     12000   317.73957     -69874.477      605.21052      224.02058      42875          0.40123665   
     12100   341.36985     -69907.226      650.22         391.56573      42875          0.40123665   
     12200   325.55023     -69942.282      620.08776      522.89271      42875          0.40123665   
     12300   307.99798     -69936.057      586.65535      1875.4411      42875          0.40123665   
     12400   307.72893     -69926.012      586.14286     -897.41186      42875          0.40123665   
     12500   320.01296     -69908.242      609.54072     -146.52268      42875          0.40123665   
     12600   329.35563     -69908.983      627.33605     -550.24617      42875          0.40123665   
     12700   319.60114     -69911.064      608.75632     -190.34886      42875          0.40123665   
     12800   315.28768     -69943.823      600.5403      -198.4353       42875          0.40123665   
     12900   315.48373     -69966.595      600.91373     -317.78142      42875          0.40123665   
     13000   309.51015     -69946.854      589.53562     -1254.1114      42875          0.40123665   
     13100   323.04243     -69966.059      615.31106     -85.476202      42875          0.40123665   
     13200   304.27053     -69953.385      579.55553     -241.19387      42875          0.40123665   
     13300   302.43558     -69967.081      576.06043      116.95769      42875          0.40123665   
     13400   292.61714     -69952.255      557.35887      69.958134      42875          0.40123665   
     13500   313.58381     -69943.886      597.29487     -517.87966      42875          0.40123665   
     13600   318.241       -69931.139      606.16561      345.83519      42875          0.40123665   
     13700   324.39613     -69936.889      617.8895       243.9405       42875          0.40123665   
     13800   323.91083     -69968.366      616.96515      1216.235       42875          0.40123665   
     13900   306.57568     -69974.515      583.94623      847.63678      42875          0.40123665   
     14000   316.50412     -69991.691      602.8573       1233.5606      42875          0.40123665   
     14100   298.07944     -69969.302      567.76312     -959.91582      42875          0.40123665   
     14200   320.8895      -69994.67       611.21031      17.83847       42875          0.40123665   
     14300   343.03867     -70009.299      653.39867      1622.2981      42875          0.40123665   
     14400   319.44198     -70018.393      608.45317     -64.475708      42875          0.40123665   
     14500   305.58507     -70011.68       582.05937     -1091.3786      42875          0.40123665   
     14600   308.8531      -70001.15       588.28412      325.78723      42875          0.40123665   
     14700   316.56117     -69974.208      602.96596     -1316.9065      42875          0.40123665   
     14800   315.17611     -69964.362      600.3278       121.23008      42875          0.40123665   
     14900   321.73496     -69984.883      612.82067     -593.11899      42875          0.40123665   
     15000   308.74708     -69987.995      588.08218      988.74841      42875          0.40123665   
     15100   291.80393     -69983.232      555.80993     -162.14258      42875          0.40123665   
     15200   317.54123     -69992.831      604.83273     -835.90833      42875          0.40123665   
     15300   307.18362     -69955.218      585.10419      190.90627      42875          0.40123665   
     15400   319.80554     -69972.557      609.14565      660.5436       42875          0.40123665   
     15500   311.91809     -69976.568      594.12211      320.39042      42875          0.40123665   
     15600   309.31536     -69993.55       589.1646       469.23236      42875          0.40123665   
     15700   301.51646     -70002.673      574.30974     -731.63997      42875          0.40123665   
     15800   306.48413     -70006.488      583.77185     -62.34343       42875          0.40123665   
     15900   318.1605      -69989.588      606.01228     -1754.3193      42875          0.40123665   
     16000   326.49403     -70003.175      621.88546      1379.2625      42875          0.40123665   
     16100   318.26853     -70029.546      606.21803     -220.01839      42875          0.40123665   
     16200   315.83544     -70048.043      601.58365     -1074.437       42875          0.40123665   
     16300   298.26197     -70009.214      568.1108      -85.934844      42875          0.40123665   
     16400   325.90239     -70019.714      620.75854      771.13647      42875          0.40123665   
     16500   325.92369     -70021.002      620.79912      520.20981      42875          0.40123665   
     16600   304.95928     -69989.931      580.86741      614.53922      42875          0.40123665   
     16700   329.63204     -69999.289      627.86255      1417.9687      42875          0.40123665   
     16800   331.05148     -69988.973      630.56621      454.8002       42875          0.40123665   
     16900   320.23729     -70033.871      609.96802     -771.54985      42875          0.40123665   
     17000   310.09827     -70030.269      590.65584     -1269.8227      42875          0.40123665   
     17100   319.8003      -70043.572      609.13567      1558.3302      42875          0.40123665   
     17200   310.32889     -70022.178      591.09512      2265.3494      42875          0.40123665   
     17300   321.05339     -70024.152      611.52247     -173.63989      42875          0.40123665   
     17400   315.80671     -69995.307      601.52893     -2337.109       42875          0.40123665   
     17500   318.75007     -69969.004      607.13525      651.01014      42875          0.40123665   
     17600   336.22817     -69985.123      640.42645     -218.54433      42875          0.40123665   
     17700   317.61997     -70008.687      604.98271     -862.23583      42875          0.40123665   
     17800   315.64168     -70025.008      601.21458      1861.5634      42875          0.40123665   
     17900   311.53771     -70017.947      593.39759      577.18164      42875          0.40123665   
     18000   330.91133     -70042.142      630.29926      1373.5562      42875          0.40123665   
     18100   324.30485     -70082.563      617.71565     -553.16598      42875          0.40123665   
     18200   310.93611     -70086.575      592.25171     -2124.1626      42875          0.40123665   
     18300   302.01421     -70073.162      575.25783     -1336.3263      42875          0.40123665   
     18400   323.43312     -70077.122      616.05523     -779.3373       42875          0.40123665   
     18500   336.79987     -70096.69       641.51539     -155.66779      42875          0.40123665   
     18600   310.14287     -70089.332      590.74079      969.66326      42875          0.40123665   
     18700   327.38756     -70140.046      623.5874       1982.6791      42875          0.40123665   
     18800   315.76347     -70147.765      601.44657     -616.94728      42875          0.40123665   
     18900   321.85365     -70183.295      613.04677     -1404.4016      42875          0.40123665   
     19000   311.89038     -70198.945      594.06934     -315.54354      42875          0.40123665   
     19100   321.32143     -70220.158      612.03301     -20.134361      42875          0.40123665   
     19200   311.54909     -70210.611      593.41927      105.17952      42875          0.40123665   
     19300   307.98421     -70207.089      586.62911      1198.1895      42875          0.40123665   
     19400   320.33716     -70204.544      610.15824      443.38546      42875          0.40123665   
     19500   314.00391     -70158.638      598.09507     -269.99563      42875          0.40123665   
     19600   325.44709     -70170.302      619.89132      127.78176      42875          0.40123665   
     19700   302.72368     -70166.684      576.60919     -292.52471      42875          0.40123665   
     19800   311.49937     -70207.524      593.32458     -595.04863      42875          0.40123665   
     19900   310.95137     -70214.191      592.28078      1490.7715      42875          0.40123665   
     20000   307.83656     -70214.954      586.34787      1334.2092      42875          0.40123665   
     20100   312.41896     -70226.642      595.07614     -658.93901      42875          0.40123665   
     20200   330.28391     -70275.208      629.10419     -570.29028      42875          0.40123665   
     20300   324.4637      -70304.568      618.01822      1706.7701      42875          0.40123665   
     20400   309.48782     -70297.065      589.4931       602.71578      42875          0.40123665   
     20500   314.72265     -70308.58       599.46408     -705.3784       42875          0.40123665   
     20600   317.56051     -70310.92       604.86944      691.986        42875          0.40123665   
     20700   313.81406     -70298.202      597.73346     -1519.8192      42875          0.40123665   
     20800   323.73422     -70313.728      616.62875      710.87078      42875          0.40123665   
     20900   301.32502     -70303.269      573.9451      -116.67548      42875          0.40123665   
     21000   312.76943     -70325.95       595.7437       583.39195      42875          0.40123665   
     21100   318.04988     -70310.712      605.80157     -2833.8219      42875          0.40123665   
     21200   325.84986     -70286.436      620.6585       429.27262      42875          0.40123665   
     21300   339.7368      -70317.01       647.10947     -537.81148      42875          0.40123665   
     21400   309.31098     -70301.724      589.15627     -631.69368      42875          0.40123665   
     21500   305.75849     -70278.882      582.3897      -970.73967      42875          0.40123665   
     21600   328.58656     -70291.378      625.87119      952.58804      42875          0.40123665   
     21700   327.59675     -70302.481      623.98585      461.4698       42875          0.40123665   
     21800   320.1593      -70334.813      609.81946      568.87515      42875          0.40123665   
     21900   314.65358     -70346.926      599.33251     -1099.5543      42875          0.40123665   
     22000   312.06745     -70356.161      594.40661      1078.7041      42875          0.40123665   
