#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1340          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1360          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1380          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1400          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1420          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1440          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1460          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1480          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1500          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi   C3H4O3Li2       CO3Li      C3H4O3         CO2        C2H4
       1520          92           9          28           1           5           1           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1540          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1560          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1580          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1600          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1620          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1640          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1660          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1680          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1700          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1720          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1740          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1760          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1780          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1800          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1820          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1840          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1860          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1880          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1900          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1920          93           8          29           1           6           1           2          50           1           3
#  Timestep    No_Moles    No_Specs          Li      CO3Li2    C3H4O3Li     C2H4OLi       CO3Li      C3H4O3         CO2        C2H4
       1940          93           8          29           1           6           1           2          50           1           3
